f,fieldStation,type,easting,northing,notes,strike,dip,assocTrend,assocPlunge,assocRake,trend,plunge,featureType,foliationType,otherStructure,otherStructureType,hingeTrend,hingePlunge,axialPlaneStrike,axialPlaneDip,sampleName,sampleOrientationNote,imageID,imageID2,imageID3,imageID4,imageID5,imageID6,imageID7,imageID8,imageID9,imageID10
1006,Ame18fieldstation-657,Point,119.785658,-21.300505,,302,82,118,28,152,,,bedding,,,,,,,,AME18_276 b,291 89,15315395648882.jpg,,,,,,,,,
1007,Ame18fieldstation-657,Point,119.785658,-21.300505,,291,89,,,,,,bedding,,,,,,,,AME18_276 b,291 89,15315395648882.jpg,,,,,,,,,
1008,Ame18fieldstation-658,Point,119.769037,-21.300286,2 m wide chert bed with occasiol magnetite grains!,114,78,148,69,73,,,bedding,,,,,,,,AME18_277,114 78 overturned.,,,,,,,,,,
1009,Ame18fieldstation-659,Point,119.805606,-21.300846,Chert with porphyroclasts of something in quartz veins.,301,78,112,35,144,,,bedding,,,,,,,,AME18_278 a,301 78,15315444747471.jpg,15315444825425.jpg,,,,,,,,
1010,Ame18fieldstation-659,Point,119.805606,-21.300846,Chert with porphyroclasts of something in quartz veins.,290,83,106,28,152,,,bedding,,,,,,,,AME18_278 a,301 78,15315444747471.jpg,15315444825425.jpg,,,,,,,,
1011,Ame18fieldstation-660,Point,119.819282,-21.315048,Strongly lineated chert bed,293,80,95,60,118,,,bedding,,,,,,,,AME18_279,293 80,15315462830781.jpg,,,,,,,,,
98,Ame18fieldstation-55,Point,120.1770245,-21.41805966,After searching around in what we think is the “trig we’ll” area_ we found a thin layer of schist with clear_ large garnets_ about the size of a pea. The lineation is hard to identify_ may be a steep rake or quite shallow_ hard to see in the bright sunlight.,64,35,176,33,108,,,,,,,,,,,AME18_028,Sd,15263659968968.jpg,,,,,,,,,
1012,Ame18fieldstation-661,Point,119.83032,-21.319422,2 m wide thick chert bed with several sinistral faults_ with 6 or 7 m of horizontal outcrop.,308,82,,,,,,bedding,,,,,,,,AME18_280,306 82 overturned,15315474891713.jpg,,,,,,,,,
1014,Ame18fieldstation-662,Point,120.103989,-21.362287,"Medium grained foliated granitoid. Mafic enclaves present. 

2.26
1.72
1.08
0.99",105,77,,,,,,foliation,mineral_alignm,,,,,,,AME18_281 a b,H n,15316143093950.jpg,15316146876443.jpg,,,,,,,,
1016,Ame18fieldstation-663,Point,120.110908,-21.375289,Edium grained foliated granitoid.,321,78,,,,,,foliation,mineral_alignm,,,,,,,AME18_282 a b,H n,15316164611649.jpg,,,,,,,,,
1017,Ame18fieldstation-664,Point,120.127052,-21.384838,"Coarse grained granite with large amphibole and magnetite. 

4.55
2.50
2.11
4.75",73,70,,,,,,foliation,mineral_alignm,,,,,,,AME18_283 a b,H n,15316179377128.jpg,,,,,,,,,
1019,Ame18fieldstation-665,Point,120.145824,-21.39083,"Foliated granitic gneiss. Lots of amphibole and magnetite. 

2.53
2.67
2.43
2.80",49,72,,,,,,foliation,gneissic_folia,,,,,,,AME18_284 a b,H n,15316188499360.jpg,,,,,,,,,
1020,Ame18fieldstation-666,Point,120.15939,-21.39136,"Two granitic gneisses. One medium grained_ very strongly foliated granitoid with wispy biotite (sample a). The other_ a slightly more weakly foliated granitoid without the wispy biotite. 

0.42. B
0.96  b
1.45. A
1.31. A",55,64,,,,,,foliation,gneissic_folia,,,,,,,AME18_285 a b,H n,15316215877316.jpg,15316216158801.jpg,,,,,,,,
1022,Ame18fieldstation-667,Point,120.161231,-21.383601,"Granitic gneiss_  edium grained. 

2.89
3.07
3.08
3.27",35,71,,,,,,foliation,gneissic_folia,,,,,,,AME18_286 a b,H n,15316227879455.jpg,,,,,,,,,
1023,Ame18fieldstation-668,Point,120.130746,-21.390871,"Medium grained granitoid with magnetite and hornblend phenocrysts. 

1.41
1.35
1.06
1.64",49,79,,,,,,foliation,mineral_alignm,,,,,,,AME18_287 a b,H n,15316249211061.jpg,15316249549970.jpg,15316249613721.jpg,15316259089470.jpg,,,,,,
1027,Ame18fieldstation-669,Point,120.126179,-21.404199,"Fine to medium grained granitoid gneiss. Small outcrop in very poorly exposed area. 

3.38
1.77
2.26
2.40",80,37,,,,,,foliation,gneissic_folia,,,,,,,AME18_288 a b,H n,15316275754004.jpg,,,,,,,,,
1029,Ame18fieldstation-671,Point,120.224938,-21.365926,,40,70,182,59,114,,,bedding,,,,,,,,AME18_289,040 70,15317086428376.jpg,,,,,,,,,
99,Ame18fieldstation-56,Point,120.1772112,-21.42080453,Banded chert with layers of sheer silicates.,32,61,195,28,147,,,,,,,,,,,AME18_029,032 61 se,15263677502766.jpg,15263677136313.jpg,15263676996846.jpg,15263676863033.jpg,,,,,,
1030,Ame18fieldstation-672,Point,120.224727,-21.365449,Cherty banded iron formation (could not use brunton),38,56,172,47,118,,,bedding,,,,,,,,AME18_290,H n,15317092059456.jpg,,,,,,,,,
1037,Ame18fieldstation-678,Point,120.22659,-21.365046,An array of felsic veins about 20 m wide. Dikes range from sub meter to 3 m_ and mostly margins are covered with rubble.,78,72,,,,,,fracture,,,,,,,,AME18_291 geochemistry,,15317155548118.jpg,15317159988244.jpg,,,,,,,,
1039,Ame18fieldstation-679,Point,120.226711,-21.364656,Several meter thick  chert bed,68,42,197,35,121,,,bedding,,,,,,,,AME18_292,068 42,,,,,,,,,,
1043,Ame18fieldstation-682,Point,120.224408,-21.36637,Small aplite dikes.,55,83,,,,,,contact,,,,,,,,AME18_293,058 84,15317196510250.jpg,15317196705738.jpg,,,,,,,,
1047,Ame18fieldstation-685,Point,120.230928,-21.323966,"Poor outcrop of granite. Not sure that b is in place. More sure about a. 

0.53
0.33
0.17
0.44",52,72,,,,,,foliation,gneissic_folia,,,,,,,AME18_295 a b,,15317268584115.jpg,,,,,,,,,
1050,Ame18fieldstation-687,Point,120.011604,-21.46265,"Porphory granite_ very large feldspars and plag.

0.11
0.13
0.09
0.03",230,40,,,,,,foliation,mineral_alignm,,,,,,,AME18_297 a b,H n_ orientation may be slightly off. Had to reorient bc broke.,15317924917589.jpg,,,,,,,,,
1051,Ame18fieldstation-688,Point,120.001766,-21.471238,"Large phenocrysts again. 

0.12
0.11
0.04
0.11",138,66,,,,,,foliation,mineral_alignm,,,,,,,AME18_298 a b,H n,15317964937143.jpg,15317965077954.jpg,,,,,,,,
1053,Ame18fieldstation-689,Point,119.989532,-21.482212,"Small outcrops of porphyritic granitoid. 

0.07
0.07
0.06
0.08",163,79,,,,,,foliation,mineral_alignm,,,,,,,AME18_299 a b,H n,15317974954446.jpg,,,,,,,,,
103,Ame18fieldstation-57,Point,120.176281,-21.41996734,,78,66,201,62,105,,,,,,,,,,,AME18_030,078 66,,,,,,,,,,
1054,Ame18fieldstation-690,Point,120.01542,-21.39882,Granitic rock (dike?) with clots of biotite.,312,87,,,,,,foliation,mineral_alignm,,,,,,,AME18_300,312 87,15318078675248.jpg,,,,,,,,,
1065,Ame18fieldstation-696,Point,120.012732,-21.402604,"Large scale kink fold. Has small scale features as well. Large scale 
 Shows dome up sos. Small scale shows reverse sense. Sample taken doesn’t display this_ but instead a different kink fildin_ may have fold overprints.",110,81,287,16,164,,,foliation,schistosity,,,,,,,AME18_302,H n,15318125971615.jpg,15318126419149.jpg,,,,,,,,
104,Ame18fieldstation-58,Point,120.1765999,-21.4186521,Garnet bearing schist,73,82,,,,,,,,,,,,,,AME18_031,"We 073 82

Ross collected chips.",15263702428187.jpg,,,,,,,,,
105,Ame18fieldstation-59,Point,120.1767011,-21.41848492,Thinly lamited garnet bearing schist. Rock looks crappy_ but garnets look ok. Collected chips for geochemistry.,62,71,,,,,,,,,,,,,,AME18_031b,,15263704174101.jpg,,,,,,,,,
106,Ame18fieldstation-60,Point,119.7294031,-20.87694981,Very southern margins of the Meccan granitic complex. Taking a sample because I think there is reverse shear sense in the granitic fabric.,284,30,,,84,,,,,,,,,,,AME18_032,284 30 May show reverse shear sense.,15264402593551.jpg,,,,,,,,,
107,Ame18fieldstation-61,Point,119.7299037,-20.87711582,Two samples of trondjemite_ one of them garnet bearing.,294,48,,,76,,,,,,,,,,,AME18_033,,15264407110395.jpg,,,,,,,,,
109,Ame18fieldstation-62,Point,119.7241627,-20.89645911,Banded Chert in the dolee greenstone belt.,284,50,,,,,,,,,,,,,,AME18_034,,,,,,,,,,,
115,Ame18fieldstation-67,Point,119.894834,-21.33023695,Garnet bearing felsic schist_ close to francois et al locality....?,129,57,224,57,93,,,,,,,,,,,AME18_035,129 57,15266314905438.jpg,,,,,,,,,
117,Ame18fieldstation-70,Point,119.8943382,-21.33108257,Boudined chert bed in felsic quartzofeldspathuc schist. Strongly lineated.,296,84,71,82,96,,,,,,,,,,,AME18_036,296 84,15266920674056.jpg,,,,,,,,,
118,Ame18fieldstation-71,Point,119.8888641,-21.32398395,Schist with porphyroclasts of quartz or maybe cordillerite ?,120,70,,,,,,,,,,,,,,AME18_037,132 75,15266990287603.jpg,15266988140286.jpg,,,,,,,,
122,Ame18fieldstation-73,Point,119.8998915,-21.17130188,Fig tree gneiss. Banded gneiss with amphibole and plague. Pegmatitic veins present. Fabric is swirly and hard to pick out.Collected ams and geochemistry samples. AME18_040a was collected 20 meters north of the structural sample AME18_040. Geochemistry sample 040 b was sampled adjacent to the structural sample.,314,24,,,,,,vein,,,,,,,,AME18_040,H n,15267881412727.jpg,15267879853265.jpg,,,,,,,,
123,Ame18fieldstation-73,Point,119.8998915,-21.17130188,Fig tree gneiss. Banded gneiss with amphibole and plague. Pegmatitic veins present. Fabric is swirly and hard to pick out.Collected ams and geochemistry samples. AME18_040a was collected 20 meters north of the structural sample AME18_040. Geochemistry sample 040 b was sampled adjacent to the structural sample.,345,75,,,,,,vein,,,,,,,,AME18_040,H n,15267881412727.jpg,15267879853265.jpg,,,,,,,,
124,Ame18fieldstation-73,Point,119.8998915,-21.17130188,Fig tree gneiss. Banded gneiss with amphibole and plague. Pegmatitic veins present. Fabric is swirly and hard to pick out.Collected ams and geochemistry samples. AME18_040a was collected 20 meters north of the structural sample AME18_040. Geochemistry sample 040 b was sampled adjacent to the structural sample.,34,74,,,,,,foliation,comp_banding,,,,,,,AME18_040,H n,15267881412727.jpg,15267879853265.jpg,,,,,,,,
125,Ame18fieldstation-74,Point,120.0823239,-21.18652681,Banded gneiss pavement with pegmatites. But had petroglyphs_ so sampled some nearby boulders_ one of which had a dymite stick mark to suggest that gswa sampled here. Very fresh outcrop_ geochemistry sample. Boulders are more homogeneous than pavement.,314,37,,,,,,foliation,gneissic_folia,,,,,,,AME18_041,,15267954060273.jpg,15267950874267.jpg,15267950494336.jpg,15267949840441.jpg,15267949418575.jpg,,,,,
131,Ame18fieldstation-76,Point,120.3240454,-21.21775293,Medium grained granitic rock on western boundary of the Mt Edgar dome.,270,58,,,,,,foliation,mineral_alignm,,,,,,,AME18_043a,,15268015912809.jpg,,,,,,,,,
138,Ame18fieldstation-81,Point,119.9673943,-21.37029638,3 cm thick quartz vein boudined within fine grained quartzofeldspathic schist with amphibole needles. Sampled quartz vein. Vein parallel to foliation.,298,88,305,73,73,,,vein,,,,,,,,AME18_045,298 88,15271180037679.jpg,,,,,,,,,
149,Ame18fieldstation-90,Point,119.9671732,-21.37069717,Felsic pelitic schist with quartz or felsic porphyroclasts that show reverse shear sense.,128,74,,,105,,,,,,,,,,,AME18_046,128 74 measured on underside.,15271201005460.jpg,,,,,,,,,
166,Ame18fieldstation-98,Point,119.9653146,-21.37272833,Sampled deformed chert bed.,300,82,331,75,77,,,bedding,,,,,,,,AME18_048,300 82,15271291326836.jpg,15271286325570.jpg,15271281580720.jpg,,,,,,,
180,Ame18fieldstation-106,Point,119.9642058,-21.37423922,Highly veined and crenulated metasedimentary bed. Crenulations define lineation.,162,71,,,,,,,,,,,,,,AME18_049,,15271322017500.jpg,15271309180494.jpg,,,,,,,,
182,Ame18fieldstation-107,Point,119.9641752,-21.37424185,10 meter scale z fold seen in chert in horizontal outcrop. Sampling northern limb.,297,84,,,75,,,,,,,,,,,AME18_051,Chert,15271329788502.jpg,,,,,,,,,
184,Ame18fieldstation-109,Point,119.9677934,-21.36822918,Three thin units close together_ all dipping away from the dome. Farthest south_ a .3 m chert bed_ strongly lineated. Directly south_ a 1 m zone of porphyroclasts bearing felsic schist. Along strike to the West by 3 meters_ the schist is less micaceous_ but has small red dots that may be garnet.,119,52,,,120,,,,,,,,,,,AME18_052a,119 52,15271389578386.jpg,,,,,,,,,
185,Ame18fieldstation-109,Point,119.9677934,-21.36822918,Three thin units close together_ all dipping away from the dome. Farthest south_ a .3 m chert bed_ strongly lineated. Directly south_ a 1 m zone of porphyroclasts bearing felsic schist. Along strike to the West by 3 meters_ the schist is less micaceous_ but has small red dots that may be garnet.,144,72,,,102,,,,,,,,,,,AME18_052a,119 52,15271389578386.jpg,,,,,,,,,
188,Ame18fieldstation-110,Point,119.9679449,-21.36811357,Huge 1 cm or larger garnets with quartz tails in a quartzofeldspathic schist. Beautiful shear sense_ though hard to determine lineation.,129,86,,,112,,,,,,,,,,,AME18_053a,,15271457436345.jpg,,,,,,,,,
189,Ame18fieldstation-110,Point,119.9679449,-21.36811357,Huge 1 cm or larger garnets with quartz tails in a quartzofeldspathic schist. Beautiful shear sense_ though hard to determine lineation.,128,82,,,111,,,,,,,,,,,AME18_053a,,15271457436345.jpg,,,,,,,,,
190,Ame18fieldstation-110,Point,119.9679449,-21.36811357,Huge 1 cm or larger garnets with quartz tails in a quartzofeldspathic schist. Beautiful shear sense_ though hard to determine lineation.,135,84,,,105,,,,,,,,,,,AME18_053a,,15271457436345.jpg,,,,,,,,,
191,Ame18fieldstation-110,Point,119.9679449,-21.36811357,Huge 1 cm or larger garnets with quartz tails in a quartzofeldspathic schist. Beautiful shear sense_ though hard to determine lineation.,139,83,,,,,,,,,,,,,,AME18_053a,,15271457436345.jpg,,,,,,,,,
207,Ame18fieldstation-120,Point,119.9443901,-21.35216903,Crenulated pelitic unit has a strong lineation approx down dip_ with a crenulation approximately parallel to strike. Crenulations are asymmetric. Crenulations are part of a large scale 3 m kink. Lineation has been kinked_ silineation predates kink folds and thrust event.,111,60,,,111,,,,,,,,,,,AME18_055,110 57,15272099946286.jpg,15272093640845.jpg,15272088151182.jpg,15272079683679.jpg,,,,,,
213,Ame18fieldstation-122,Point,119.9441216,-21.35354625,Another garnet fined_ this time as large components of the rock by percentage. Garnets show domintly normal shear sense_ and have beautiful asymmetry. Stratographically below metabasalt.,129,83,,,,,,,,,,,,,,AME18_057a,131 82,15272161351798.jpg,,,,,,,,,
214,Ame18fieldstation-122,Point,119.9441216,-21.35354625,Another garnet fined_ this time as large components of the rock by percentage. Garnets show domintly normal shear sense_ and have beautiful asymmetry. Stratographically below metabasalt.,129,80,,,,,,foliation,schistosity,,,,,,,AME18_057a,131 82,15272161351798.jpg,,,,,,,,,
215,Ame18fieldstation-122,Point,119.9441216,-21.35354625,Another garnet fined_ this time as large components of the rock by percentage. Garnets show domintly normal shear sense_ and have beautiful asymmetry. Stratographically below metabasalt.,131,82,242,81,93,,,foliation,schistosity,,,,,,,AME18_057a,131 82,15272161351798.jpg,,,,,,,,,
231,Ame18fieldstation-130,Point,119.9450763,-21.35084208,Excellent exposure of garnet porphyroclasts_ showing strong normal sense of shear.,294,85,,,70,,,,,,,,,,,AME18_058a,294 86,15272252782897.jpg,,,,,,,,,
233,Ame18fieldstation-131,Point,119.9461556,-21.34865365,A possible garnet locality.,310,85,,,102,,,,,,,,,,,AME18_059,310 85 overturned.,,,,,,,,,,
253,Ame18fieldstation-139,Point,119.917066,-21.33333542,Very strongly foliated Augean paragneiss,109,81,,,105,,,,,,,,,,,AME18_066,109 81,15273140697935.jpg,,,,,,,,,
254,Ame18fieldstation-139,Point,119.917066,-21.33333542,Very strongly foliated Augean paragneiss,109,62,,,105,,,,,,,,,,,AME18_066,109 81,15273140697935.jpg,,,,,,,,,
255,Ame18fieldstation-140,Point,119.9181953,-21.33178685,Zebra gneiss_ with biotite zones and feldspar porphyroclasts,118,67,,,104,,,,,,,,,,,AME18_067,118 67,15273148625665.jpg,,,,,,,,,
28,Ame18fieldstation-10,Point,119.9366568,-21.33832833,,103,74,,,,,,foliation,gneissic_folia,,,,,,,AME18_007,122 64 sw,15259089859541.jpg,15259088811365.jpg,,,,,,,,
17,1.52584E+13,Point,119.9397747,-21.35591743,Marble bar chert probably_ banded Chert that varies in orientation along strike.,130,84,,,95,,,bedding,,,,,,,,Ame18_004,130 83 s,,,,,,,,,,
4,1.52582E+13,Point,119.9440558,-21.3473268,,288,89,,,90,,,foliation,mineral_alignm,,,,,,,,,,,,,,,,,,
5,1.52582E+13,Point,119.9440518,-21.34726674,Very fine grained amphibolite_ possibly garnet bearing_ mica rich (biotite?)_ elongate needle like minerals_ black in color (maybe siliminite),114,74,,,94,,,foliation,mineral_alignm,,,,,,,,,,,,,,,,,,
6,1.52583E+13,Point,119.944095,-21.3473175,,325,80,,,,,,foliation,c_plane,,,,,,,,,15258255603539.jpg,,,,,,,,,
7,1.52583E+13,Point,119.944095,-21.3473175,,298,76,,,,,,foliation,s_plane,,,,,,,,,15258255603539.jpg,,,,,,,,,
9,1.52583E+13,Point,119.9437894,-21.34722391,Finely spaced cleavage s surfaces_ possibly garnet bearing ( weather out pits at the surface.  C surfaces spaced at about 30 cm. Sampled for garnets.,70,85,,,,,,foliation,c_plane,,,,,,,,,15258268757244.jpg,,,,,,,,,
13,1.52583E+13,Point,119.9446483,-21.3490251,Felsic layer is commonly boudined in metabasalt. Interbedded amphibolite and some sort of felsic (volcanic ? ) rock. Measurement is of felsic unit.,115,84,,,105,,,foliation,cleavage,,,,,,,,,15258323559647.jpg,,,,,,,,,
15,1.52583E+13,Point,119.9446547,-21.34902258,Me tased amphibolite,110,77,,,110,,,foliation,mineral_alignm,,,,,,,,,,,,,,,,,,
16,1.52583E+13,Point,119.9446547,-21.34902258,Me tased amphibolite,93,70,,,100,,,,,,,,,,,,,,,,,,,,,,
18,1.52584E+13,Point,119.9390689,-21.35535896,The ridge is full of examples of right lateral s-c fabrics_ with c surfaces parallel to compositiol contacts_ maybe bedding. The s surfaces are oblique to these contacts.,311,90,,,,,,foliation,c_plane,,,,,,,,,15258405448589.jpg,,,,,,,,,
19,1.52584E+13,Point,119.9390689,-21.35535896,The ridge is full of examples of right lateral s-c fabrics_ with c surfaces parallel to compositiol contacts_ maybe bedding. The s surfaces are oblique to these contacts.,277,84,,,,,,foliation,s_plane,,,,,,,,,15258405448589.jpg,,,,,,,,,
27,1.52584E+13,Point,119.9381698,-21.3536248,,332,89,,,94,,,foliation,cleavage,,,,,,,,,,,,,,,,,,
29,Ame18fieldstation-10,Point,119.9366568,-21.33832833,,122,64,,,124,,,foliation,gneissic_folia,,,,,,,,,15259089859541.jpg,15259088811365.jpg,,,,,,,,
30,Ame18fieldstation-10,Point,119.9366568,-21.33832833,,122,64,,,94,,,,,,,,,,,,,15259089859541.jpg,15259088811365.jpg,,,,,,,,
31,Ame18fieldstation-11,Point,119.9366829,-21.3383832,Outcrop right on the creek_ heterogeneous mixture of foliated granodiorite_ medium grade gneiss_ and migmitized gneiss and tightly folded amphibolite showing dextrose motion.,119,67,,,95,,,foliation,gneissic_folia,,,,,,,,,,,,,,,,,,
55,Ame18fieldstation-29,Point,119.9252641,-21.3481624,,110,84,182,84,88,,,,,,,,,,,,,15259344619265.jpg,15259344378822.jpg,15259343881105.jpg,,,,,,,
61,Ame18fieldstation-31,Point,119.925586,-21.32578485,Amphibolite banded gneiss_ migmatite in areas_ granitic bands present.,144,49,,,95,,,foliation,gneissic_folia,,,,,,,,,,,,,,,,,,
62,Ame18fieldstation-31,Point,119.925586,-21.32578485,Amphibolite banded gneiss_ migmatite in areas_ granitic bands present.,144,49,,,96,,,,,,,,,,,,,,,,,,,,,,
67,Ame18fieldstation-34,Point,119.9265357,-21.30531093,,100,63,,,,,,,,,,,,,,,,15260097241288.jpg,,,,,,,,,
68,Ame18fieldstation-34,Point,119.9265357,-21.30531093,,97,75,,,,,,,,,,,,,,,,15260097241288.jpg,,,,,,,,,
76,Ame18fieldstation-38,Point,120.0137568,-21.40154664,Crenulated schust with asymmetric kink folds. Crenulatioms are subhorizontal_ while stretching lineation is nearly downdip. Interbedded chert layers are also involved in the folding. Kink folds show sinistral motion.,118,60,267,42,130,,,,,fold,,345,78,75,70,,,15261822437857.jpg,,,,,,,,,
94,Ame18fieldstation-51,Point,120.127366,-21.43732065,Duffer_ felsic schist with boudined quartz veins.,76,84,219,80,98,,,,,,,,,,,,,15262793726521.jpg,,,,,,,,,
110,Ame18fieldstation-62,Point,119.7241627,-20.89645911,Banded Chert in the dolee greenstone belt.,294,54,,,110,,,,,,,,,,,,,,,,,,,,,,
119,Ame18fieldstation-71,Point,119.8888641,-21.32398395,Schist with porphyroclasts of quartz or maybe cordillerite ?,132,75,200,74,84,,,,,,,,,,,,,15266990287603.jpg,15266988140286.jpg,,,,,,,,
126,Ame18fieldstation-74,Point,120.0823239,-21.18652681,Banded gneiss pavement with pegmatites. But had petroglyphs_ so sampled some nearby boulders_ one of which had a dymite stick mark to suggest that gswa sampled here. Very fresh outcrop_ geochemistry sample. Boulders are more homogeneous than pavement.,303,62,,,,,,vein,,,,,,,,,,15267954060273.jpg,15267950874267.jpg,15267950494336.jpg,15267949840441.jpg,15267949418575.jpg,,,,,
133,Ame18fieldstation-77,Point,120.3458553,-21.2188383,,80,52,213,43,120,,,,,,,,,,,,,,,,,,,,,,
136,Ame18fieldstation-80,Point,119.967457,-21.3700939,Quartzofeldspathic schist_ finely lamited. Quartz veins parallel to foliation.,126,76,186,74,82,,,foliation,schistosity,,,,,,,,,15271175064986.jpg,15271173171072.jpg,,,,,,,,
151,Ame18fieldstation-91,Point,119.9670386,-21.37102013,Highly calcified metabasalt_ sinistral kink folds and quartz vein folded too.,109,68,,,,,,foliation,schistosity,fold,,156,58,162,70,,,15271210256025.jpg,15271207589622.jpg,,,,,,,,
153,Ame18fieldstation-92,Point,119.9669153,-21.37118133,Felsic schist porphyroclasts,125,74,278,58,118,,,foliation,schistosity,,,,,,,,,,,,,,,,,,
154,Ame18fieldstation-93,Point,119.9661012,-21.37168917,More mafic schist with boudined quartz parallel to fabric.,122,64,,,,,,foliation,,,,,,,,,,15271224740491.jpg,,,,,,,,,
155,Ame18fieldstation-94,Point,119.9660019,-21.37168193,,132,80,306,29,150,,,foliation,schistosity,fold,,292,30,121,65,,,15271246603842.jpg,15271238751190.jpg,15271234124848.jpg,15271232179853.jpg,15271230143467.jpg,15271229051409.jpg,,,,
173,Ame18fieldstation-103,Point,119.965218,-21.37333743,Boudined chert,134,34,,,120,,,bedding,,,,,,,,,,15271295759307.jpg,15271295553411.jpg,,,,,,,,
208,Ame18fieldstation-120,Point,119.9443901,-21.35216903,Crenulated pelitic unit has a strong lineation approx down dip_ with a crenulation approximately parallel to strike. Crenulations are asymmetric. Crenulations are part of a large scale 3 m kink. Lineation has been kinked_ silineation predates kink folds and thrust event.,110,57,,,113,,,,,,,,,,,,,15272099946286.jpg,15272093640845.jpg,15272088151182.jpg,15272079683679.jpg,,,,,,
217,Ame18fieldstation-124,Point,119.9440215,-21.35369585,Reverse shear on kink.,329,57,,,,,,foliation,crenulation_cl,,,,,,,,,15272170138470.jpg,15272169639996.jpg,15272166973779.jpg,15272166393549.jpg,15272166001394.jpg,15272165862311.jpg,,,,
218,Ame18fieldstation-124,Point,119.9440215,-21.35369585,Reverse shear on kink.,127,65,261,57,112,,,foliation,schistosity,,,,,,,,,15272170138470.jpg,15272169639996.jpg,15272166973779.jpg,15272166393549.jpg,15272166001394.jpg,15272165862311.jpg,,,,
219,Ame18fieldstation-124,Point,119.9440215,-21.35369585,Reverse shear on kink.,129,74,280,60,116,,,foliation,schistosity,,,,,,,,,15272170138470.jpg,15272169639996.jpg,15272166973779.jpg,15272166393549.jpg,15272166001394.jpg,15272165862311.jpg,,,,
220,Ame18fieldstation-124,Point,119.9440215,-21.35369585,Reverse shear on kink.,129,74,219,74,90,,,,,,,,,,,,,15272170138470.jpg,15272169639996.jpg,15272166973779.jpg,15272166393549.jpg,15272166001394.jpg,15272165862311.jpg,,,,
223,Ame18fieldstation-125,Point,119.9433299,-21.35386203,Slight sc fabric and folded vein show normal sense of shear.,120,80,241,78,96,,,foliation,,,,,,,,,,15272175284718.jpg,15272174038691.jpg,15272173598587.jpg,,,,,,,
230,Ame18fieldstation-129,Point,119.9450763,-21.35084208,Granitic dike,291,90,,,72,,,,,,,,,,,,,15272233151282.jpg,,,,,,,,,
259,Ame18fieldstation-143,Point,119.8900159,-21.3231963,Quartzofeldspathic schist with kink folds.,280,86,,,75,,,,,,,,,,,,,15273770730369.jpg,,,,,,,,,
260,Ame18fieldstation-144,Point,119.8903352,-21.32305255,Quartzofeldspathic schist,120,70,,,100,,,,,,,,,,,,,,,,,,,,,,
262,Ame18fieldstation-146,Point,119.8939799,-21.31875198,Metabasalt,125,88,,,90,,,,,,,,,,,,,15273790496346.jpg,,,,,,,,,
278,Ame18fieldstation-157,Point,119.8879397,-21.32675462,Large outcrop of quartzofeldspathic schist with nodules of quartz_ weathered hollow. Maybe used to be garnet? Weathered badly_ not good to sample.,305,85,,,90,,,,,,,,,,,,,15274009774233.jpg,,,,,,,,,
304,Ame18fieldstation-169,Point,119.9919238,-21.39433867,Same spot as yesterday. Finely lamited beds_ some of which are highly altered_ are tightly folded in asymmetric fashion. Axial planes seem roughly parallel to the overall stratigraphy of the area.,309,70,,,,,,foliation,crenulation_cl,fold,s_fold,76,26,,,,,15277262870920.jpg,15277261783046.jpg,15277255434612.jpg,,,,,,,
305,Ame18fieldstation-169,Point,119.9919238,-21.39433867,Same spot as yesterday. Finely lamited beds_ some of which are highly altered_ are tightly folded in asymmetric fashion. Axial planes seem roughly parallel to the overall stratigraphy of the area.,85,75,,,,,,,,fold,,89,24,60,51,,,15277262870920.jpg,15277261783046.jpg,15277255434612.jpg,,,,,,,
310,Ame18fieldstation-172,Point,119.9921227,-21.39430745,M folds at the hinge of a meter scale fold. Antiform.,179,54,,,,,,foliation,cleavage,fold,,89,45,112,62,,,15277284525559.jpg,15277282953314.jpg,15277281204361.jpg,,,,,,,
333,Ame18fieldstation-186,Point,119.8396828,-21.33839458,Foliated epidote chlorite schist.,239,69,,,103,,,foliation,schistosity,,,,,,,,,15278158270754.jpg,,,,,,,,,
341,Ame18fieldstation-193,Point,119.8404033,-21.32279116,Strange schist with large rusted out porphyroclasts,276,76,,,,,,foliation,schistosity,,,,,,,,,15278214820070.jpg,,,,,,,,,
375,Ame18fieldstation-214,Point,119.9610885,-21.3177779,"Large outcrop of banded gneiss. 

1.25 1.04 2.71 1.13",289,84,,,,,,foliation,mineral_alignm,,,,,,,,,15280134452721.jpg,,,,,,,,,
383,Ame18fieldstation-219,Point,119.9993529,-21.31863759,"Foliated granite with aplite dikes.

.62
.69
2.21
0.59",293,55,,,,,,foliation,mineral_alignm,,,,,,,,,15280926301429.jpg,,,,,,,,,
398,Ame18fieldstation-229,Point,120.1220142,-21.19281492,"Strongly foliated granite. Pegmatite present subparallel to foliation. 

0.04
2.64
0.37
2.58",109,74,,,,,,,,,,,,,,,,15284312317624.jpg,,,,,,,,,
407,Ame18fieldstation-233,Point,120.0453157,-21.18356901,"Heterogeneous gneiss. A medium to coarse foliated granite_ finely lamited fine grained gneiss.

0.02
0.03
0.02
0.08",293,30,,,,,,foliation,gneissic_folia,,,,,,,,,15284434291884.jpg,15284434214593.jpg,15284434142286.jpg,,,,,,,
